30	-97,8323630916262	288,691915895431	0			2097,83236309163	288,691915895431
73	-106,514288152306	284,624414346047	0			2106,51428815231	284,624414346047
160	52,3356119791667	440,422261810253	0			1947,66438802083	440,422261810253
249	68,3194749949434	406,75865777947	0			1931,68052500506	406,75865777947
294	75,5544915554207	400,366260326352	0			1924,44550844458	400,366260326352
388	-79,8382509101942	298,27454766463	0			2079,83825091019	298,27454766463
523	55,0525257888349	413,74597897422	0			1944,94747421116	413,74597897422
720	-49,2391345570388	407,122513744672	0			2049,23913455704	407,122513744672
749	-45,5993059769417	403,116665785062	0			2045,59930597694	403,116665785062
767	-45,5993059769417	403,116665785062	0			2045,59930597694	403,116665785062
797	-51,4489641585758	447,378995660494	0			2051,44896415858	447,378995660494
842	15,9792046956365	476,230418744486	0			1984,02079530436	476,230418744486
885	-11,4192232708135	377,091953035433	0			2011,41922327081	377,091953035433
902	-5,31229762030831	389,017512154096	0			2005,31229762031	389,017512154096
930	-11,7335581384147	373,449809158863	0			2011,73355813841	373,449809158863
978	21,9231595790691	497,009362974731	0			1978,07684042093	497,009362974731
992	0,11128288480557	479,819802078573	0			1999,88871711519	479,819802078573
1021	15,1018397500165	489,824455477237	0			1984,89816024998	489,824455477237
1064	17,2847905044916	488,567192817289	0			1982,71520949551	488,567192817289
1080	25,6624373943799	427,31455506257	0			1974,33756260562	427,31455506257
1139	20,0962671309404	448,434609767536	0			1979,90373286906	448,434609767536
1156	12,8883218570062	481,294548266276	0			1987,11167814299	481,294548266276
1176	9,92025619993351	448,908823409527	0			1990,07974380007	448,908823409527
1209	11,1212053766684	438,060469433411	0			1988,87879462333	438,060469433411
1243	56,9564201164534	288,424959622295	0			1943,04357988355	288,424959622295
1288	21,4584861079412	342,87260302465	0			1978,54151389206	342,87260302465
1331	31,131746762442	443,004022669655	0			1968,86825323756	443,004022669655
1378	40,8995108258438	398,870228792957	0			1959,10048917416	398,870228792957
1419	-20,8787821077244	379,075243098451	0			2020,87878210772	379,075243098451
1463	-27,4319897598016	385,192987255377	0			2027,4319897598	385,192987255377
1514	17,8040393677385	355,497863899189	0			1982,19596063226	355,497863899189
1616	39,5063776800162	313,829313582238	0			1960,49362231998	313,829313582238
1667	-15,3773039290049	408,586056496593	0			2015,377303929	408,586056496593
1689	-26,2864941437705	414,625074276709	0			2026,28649414377	414,625074276709
1736	21,6596740662647	339,298920909894	0			1978,34032593374	339,298920909894
1777	48,5231003068977	305,993660794218	0			1951,4768996931	305,993660794218
1822	24,4605132677383	306,30257104775	0			1975,53948673226	306,30257104775
1874	9,97586748198897	350,732494038407	0			1990,02413251801	350,732494038407
1913	-0,0915483081235955	364,443802238346	0			2000,09154830812	364,443802238346
1960	3,37437086852736	365,151147519764	0			1996,62562913147	365,151147519764
2057	-1,44627642091424	359,632096350172	0			2001,44627642091	359,632096350172
2100	29,4518529404329	416,396218422283	0			1970,54814705957	416,396218422283
2142	26,1590068678534	402,69111654028	0			1973,84099313215	402,69111654028
2183	-5,42245643634949	376,431509501286	0			2005,42245643635	376,431509501286
2234	-38,7563111080796	379,407491278813	0			2038,75631110808	379,407491278813
2280	-53,3605730037406	399,637517345454	0			2053,36057300374	399,637517345454
2322	-42,061118390081	397,398808959345	0			2042,06111839008	397,398808959345
2367	-28,719234105916	393,313565186593	0			2028,71923410592	393,313565186593
2409	-41,495273274557	405,663976929283	0			2041,49527327456	405,663976929283
2501	-35,644136200445	377,539894405055	0			2035,64413620045	377,539894405055
2555	-13,2434042526295	379,571317072912	0			2013,24340425263	379,571317072912
2590	-33,5670774925138	406,839964197728	0			2033,56707749251	406,839964197728
2639	-26,6145750605221	399,636206653236	0			2026,61457506052	399,636206653236
2653	-26,5393086036659	399,545297859336	0			2026,53930860367	399,545297859336
2687	-49,843129335493	377,143872265721	0			2049,84312933549	377,143872265721
2723	-40,6479179754703	374,888614058275	0			2040,64791797547	374,888614058275
2772	-26,6517786321029	373,588557109874	0			2026,6517786321	373,588557109874
2788	-22,4291156503326	377,310316945093	0			2022,42911565033	377,310316945093
2814	-7,09512656185693	407,033938693803	0			2007,09512656186	407,033938693803
2830	-19,7886196470068	396,767052301167	0			2019,78861964701	396,767052301167
2859	-19,260637250452	397,784138742898	0			2019,26063725045	397,784138742898
2876	-13,6082091613657	404,759492314157	0			2013,60820916137	404,759492314157
2924	-4,35672892483794	453,593496324279	0			2004,35672892484	453,593496324279
2957	4,02526397393841	447,261109227095	0			1995,97473602606	447,261109227095
2968	3,78370996546278	443,747590414157	0			1996,21629003454	443,747590414157
3017	0,758929741270025	419,263536780257	0			1999,24107025873	419,263536780257
3027	-15,1405641684437	386,813773752633	0			2015,14056416844	386,813773752633
3047	-13,3984216727645	394,246647163474	0			2013,39842167276	394,246647163474
3085	5,51211061896991	451,931071257248	0			1994,48788938103	451,931071257248
3101	7,14624964571114	443,671897666576	0			1992,85375035429	443,671897666576
3133	3,57022023412411	423,152499114674	0			1996,42977976588	423,152499114674
3147	0,205775773496304	422,42292967846	0			1999,7942242265	422,42292967846
3177	-0,726310117905463	391,871966196906	0			2000,72631011791	391,871966196906
3195	0,772548313287771	398,952973427212	0			1999,22745168671	398,952973427212
3233	-6,64616732308192	405,964676613062	0			2006,64616732308	405,964676613062
3242	-6,66469608867268	405,563704292391	0			2006,66469608867	405,563704292391
3266	-6,36671334745935	408,318398179561	0			2006,36671334746	408,318398179561
3287	-10,1582441081474	430,99970662414	0			2010,15824410815	430,99970662414
3314	-9,99860108548939	434,025620695797	0			2009,99860108549	434,025620695797
3327	-7,60812530092341	432,916978155835	0			2007,60812530092	432,916978155835
3371	-3,5592651278465	401,114776466582	0			2003,55926512785	401,114776466582
3401	-76,6647861459188	327,324470277236	0			2076,66478614592	327,324470277236
3422	-46,1535532939238	361,170336418681	0			2046,15355329392	361,170336418681
3451	-10,9471424148363	407,887979808509	0			2010,94714241484	407,887979808509
3471	1,97953333152969	402,277336901648	0			1998,02046666847	402,277336901648
3493	1,64558703121271	397,55039971725	0			1998,35441296879	397,55039971725
3550	-12,3727488926271	354,393775229204	0			2012,37274889263	354,393775229204
3560	-35,5675174312781	315,980124918786	0			2035,56751743128	315,980124918786
