2	845,58194411578	673,280229220285	1	1154,41805588422	673,280229220285
5	847,903128959887	666,412583058194	1	1152,09687104011	666,412583058194
63	836,639676905668	686,381454472712	1	1163,36032309433	686,381454472712
87	830,403990156167	694,589615653911	1	1169,59600984383	694,589615653911
91	796,182034406433	751,420396371748	1	1203,81796559357	751,420396371748
95	810,664800724815	721,817178882798	1	1189,33519927519	721,817178882798
98	809,305527907961	718,802721803019	1	1190,69447209204	718,802721803019
115	802,018525305704	718,650191130908	1	1197,9814746943	718,650191130908
124	788,861293547162	722,047066849269	1	1211,13870645284	722,047066849269
136	781,374168777202	726,231512266795	1	1218,6258312228	726,231512266795
151	778,049397936891	728,399008178572	1	1221,95060206311	728,399008178572
256	774,243011519217	729,666373977421	1	1225,75698848078	729,666373977421
275	768,374591384941	729,977541860522	1	1231,62540861506	729,977541860522
284	753,890731026729	735,10232895379	1	1246,10926897327	735,10232895379
285	755,855571815008	737,940922218069	1	1244,14442818499	737,940922218069
288	751,107402064354	737,042868698793	1	1248,89259793565	737,042868698793
291	751,987517316249	742,951157734997	1	1248,01248268375	742,951157734997
296	748,758222894581	737,846607838131	1	1251,24177710542	737,846607838131
298	722,934364654122	720,028903997557	1	1277,06563534588	720,028903997557
303	728,638773864574	725,688984906563	1	1271,36122613543	725,688984906563
334	722,788395797971	718,706939838648	1	1277,21160420203	718,706939838648
358	739,812281364937	717,749563952947	1	1260,18771863506	717,749563952947
365	760,320835307216	743,004567637492	1	1239,67916469278	743,004567637492
386	763,218712401442	744,054747438679	1	1236,78128759856	744,054747438679
407	769,988766719278	748,080039736877	1	1230,01123328072	748,080039736877
427	769,075129246382	748,875382168283	1	1230,92487075362	748,875382168283
442	762,915935912653	765,52010023718	1	1237,08406408735	765,52010023718
461	763,943482113302	763,271571534909	1	1236,0565178867	763,271571534909
490	771,618030390835	778,89035426934	1	1228,38196960917	778,89035426934
494	772,285967393283	780,273340303952	1	1227,71403260672	780,273340303952
521	767,466244577645	776,827422710868	1	1232,53375542235	776,827422710868
537	771,164222323454	789,952877540807	1	1228,83577767655	789,952877540807
540	774,827022870626	788,254486476067	1	1225,17297712937	788,254486476067
557	762,965476206654	798,313822649044	1	1237,03452379335	798,313822649044
571	756,669888937036	803,747484892042	1	1243,33011106296	803,747484892042
586	765,307609288544	785,780141763731	1	1234,69239071146	785,780141763731
616	761,624137010485	775,087242183468	1	1238,37586298952	775,087242183468
639	763,870719499204	760,596222818475	1	1236,1292805008	760,596222818475
688	759,082032417568	769,438228342742	1	1240,91796758243	769,438228342742
694	779,538998669217	731,187640013108	1	1220,46100133078	731,187640013108
698	772,147492935883	742,386249751058	1	1227,85250706412	742,386249751058
705	758,588516013618	746,467744222742	1	1241,41148398638	746,467744222742
