5	286	377	246	81	77	47	58	40	77	59	286	377	246	81	77	48	59	40	77	60	103	103	89	53	51	36	45	32	56	45	14	14	14	13	13	11	11	11	11	12	5	5	4	5	4	5	4	5	4	6	8	8	8	8	8	8	7	7	9	7	13	13	13	12	12	11	11	12	13	12	37	38	36	27	26	21	23	19	27	24	133	183	270	76	65	43	50	37	61	50	134	184	269	76	65	43	50	37	61	50
20	286	377	246	81	76	46	59	40	76	59	286	377	246	81	77	47	59	41	76	60	102	105	89	53	51	36	44	31	57	46	13	14	14	12	11	11	11	11	13	11	4	4	4	5	4	5	5	6	5	4	7	8	7	9	8	8	7	9	8	7	13	14	13	12	12	12	13	12	13	12	36	39	35	27	25	22	24	20	26	24	134	184	271	76	65	43	49	37	60	49	134	184	269	76	66	43	50	37	61	50
40	286	377	246	81	77	47	58	40	76	59	286	377	246	81	76	47	59	40	76	60	102	103	89	52	50	36	45	32	56	46	13	13	12	12	11	10	10	10	11	11	6	5	4	6	3	5	4	4	4	4	9	9	8	8	8	8	7	7	8	7	14	15	14	11	11	10	12	10	13	12	37	38	35	27	25	21	24	19	26	24	133	183	270	77	66	43	50	37	60	50	133	184	269	77	65	43	50	37	61	49
56	286	377	246	81	76	47	58	40	76	59	286	377	246	81	77	47	59	39	75	59	102	103	90	52	50	36	45	32	56	45	13	13	13	13	11	10	11	10	12	11	4	4	5	5	4	5	5	4	6	4	8	8	8	8	7	8	7	7	7	7	14	14	14	12	11	11	12	10	12	12	36	37	35	27	25	21	23	20	26	24	134	184	269	76	65	43	50	37	60	50	134	183	269	76	65	42	50	37	60	50
73	286	377	246	81	76	47	57	40	76	60	286	377	246	82	77	47	59	41	77	61	102	103	89	52	50	36	45	32	58	47	13	14	13	12	11	11	11	10	11	11	4	4	4	6	6	5	4	4	4	4	8	8	8	8	7	9	7	8	7	7	13	13	13	12	12	12	12	11	13	11	37	38	35	27	26	22	24	20	27	25	133	183	270	76	66	43	50	39	61	49	133	183	269	76	66	44	51	37	61	50
90	286	377	246	81	77	47	58	41	77	60	286	377	247	82	76	48	58	40	77	60	103	103	89	53	50	36	45	32	56	45	14	15	13	14	11	11	11	11	11	11	6	5	4	5	5	5	5	5	4	4	9	9	7	8	8	9	7	7	8	9	13	14	13	12	11	11	13	13	13	13	37	39	35	28	27	22	25	20	26	24	133	183	270	77	66	43	50	38	61	49	133	183	269	77	65	43	49	37	60	50
105	286	377	246	81	76	48	59	40	76	59	286	377	246	81	77	47	59	40	76	59	103	104	90	53	52	37	46	31	59	45	14	14	13	12	11	11	13	11	12	11	4	5	4	5	6	5	6	6	5	5	8	8	7	8	9	9	7	8	8	7	13	13	13	12	11	13	13	12	13	12	37	37	35	27	26	21	24	20	26	24	133	183	270	77	65	43	50	37	60	49	134	183	269	78	66	43	49	37	60	51
123	286	377	246	81	77	48	58	39	76	59	286	377	246	80	76	47	58	42	77	60	101	104	89	52	50	36	44	32	55	46	13	14	13	12	11	11	12	10	11	11	4	5	4	4	4	4	4	4	3	4	8	8	8	8	8	8	7	8	8	7	13	13	13	12	11	10	12	10	12	12	37	37	34	27	26	20	24	20	26	24	133	183	269	76	65	43	50	37	61	50	133	183	268	76	65	44	51	37	61	50
139	286	377	246	82	76	47	59	40	76	59	286	377	246	81	76	47	59	39	76	60	102	103	89	52	50	36	45	32	56	46	13	13	13	12	11	11	11	10	11	11	5	4	4	5	4	5	5	5	4	4	8	8	8	8	7	7	7	7	8	8	13	13	12	12	12	11	12	11	12	12	37	37	34	27	26	21	24	20	26	26	133	183	270	76	65	43	51	39	61	50	133	183	269	76	65	42	50	37	60	50
156	286	377	246	81	77	47	59	40	77	59	286	377	246	81	78	47	59	40	76	59	102	103	89	53	51	37	45	32	56	45	14	15	14	13	11	10	11	10	11	10	6	5	5	6	5	5	4	5	4	4	9	9	9	9	8	8	7	7	7	7	13	15	13	12	12	12	13	11	13	12	37	37	36	27	26	21	25	20	26	25	133	183	270	76	65	43	51	37	60	50	133	183	269	76	65	42	50	37	60	50
175	286	377	246	81	77	47	58	40	76	59	286	377	246	81	77	47	58	40	76	59	102	104	91	53	50	36	45	32	56	45	15	15	15	13	11	11	11	9	11	11	5	5	4	4	4	5	4	5	4	5	10	8	8	8	8	7	7	7	8	7	14	14	14	12	11	11	12	12	13	13	37	38	35	27	25	21	24	19	26	24	134	185	271	77	66	43	50	37	61	49	134	184	270	76	67	44	49	37	61	49
192	286	376	246	81	77	47	59	40	76	59	286	377	246	81	76	47	58	40	76	59	102	103	89	52	50	36	45	33	56	45	13	14	13	11	11	10	11	9	12	11	6	4	4	5	5	5	4	4	4	4	8	8	8	8	8	8	7	7	7	7	13	13	13	12	12	10	12	10	12	12	37	37	35	27	27	22	24	19	26	24	134	185	271	77	67	43	50	37	61	49	134	184	270	76	66	43	50	36	60	49
209	286	377	246	81	77	47	58	40	77	61	286	377	247	81	77	47	58	40	76	60	102	103	90	53	51	36	44	32	56	47	15	14	13	12	11	10	11	9	11	12	4	4	4	4	4	5	4	5	4	5	8	8	8	8	8	7	7	7	8	9	13	14	13	12	12	11	12	11	13	13	36	37	35	26	26	21	23	19	26	24	133	183	270	76	65	43	51	37	60	50	134	184	269	76	65	43	50	38	61	49
225	286	376	246	81	76	47	61	41	76	59	286	377	246	81	77	47	58	41	75	59	102	103	89	52	51	34	46	32	56	45	13	15	14	13	11	10	11	10	12	12	4	4	4	6	4	4	5	5	4	6	8	7	8	8	7	7	8	8	8	8	14	13	13	12	12	10	13	11	12	12	36	38	34	27	25	21	24	20	27	25	133	184	271	76	66	44	50	38	61	51	133	183	269	76	65	43	51	38	61	50
244	285	377	246	81	77	47	59	40	76	60	285	377	247	81	77	47	58	40	76	59	102	104	89	52	52	36	45	32	56	45	13	16	14	13	12	11	11	10	11	11	5	6	5	6	4	5	4	4	4	5	8	10	9	8	7	8	7	7	7	7	13	15	14	13	12	11	12	11	13	12	36	37	35	28	26	22	23	19	28	25	133	184	269	76	65	43	50	37	61	49	134	183	269	76	65	42	50	37	61	50
259	286	377	246	81	76	47	59	39	76	59	286	377	246	81	78	47	58	41	76	60	103	103	90	53	52	36	45	32	56	45	13	13	13	12	12	11	11	10	11	11	5	4	6	4	5	4	4	5	4	5	8	8	7	8	9	7	7	7	7	7	14	13	13	12	12	12	12	13	12	12	36	38	36	28	26	23	23	19	26	24	133	183	271	76	65	44	50	37	60	49	133	183	270	76	65	43	50	37	60	50
