173	485,644155952923	152,987493921724	1	1514,35584404708	152,987493921724
4930	866,985434926107	826,210170770903	0			1133,01456507389	826,210170770903
4960	915,833707915451	854,94266162837	0			1084,16629208455	854,94266162837
5019	918,4096822204	911,680797163188	0			1081,5903177796	911,680797163188
5082	1077,28824553752	970,028852796428	0			922,71175446248	970,028852796428
5104	984,481545760168	947,397462610195	0			1015,51845423983	947,397462610195
5126	913,68860039271	953,695846876512	0			1086,31139960729	953,695846876512
5166	928,097644672887	963,544545661768	0			1071,90235532711	963,544545661768
5172	896,470530232583	941,612675378891	0			1103,52946976742	941,612675378891
5201	871,051263613166	932,735915824961	0			1128,94873638683	932,735915824961
5248	825,170645016118	919,582704619397	0			1174,82935498388	919,582704619397
5259	816,46273794361	921,241129041026	0			1183,53726205639	921,241129041026
5289	838,680677496427	969,279012449784	0			1161,31932250357	969,279012449784
5308	937,892974530982	972,992044646634	0			1062,10702546902	972,992044646634
5333	965,888869502576	977,799980996805	0			1034,11113049742	977,799980996805
5712	1234,40541881574	910,800852210653	0			765,594581184264	910,800852210653
5752	1055,64393472517	988,34254817488	0			944,356065274828	988,34254817488
5788	1055,64393472517	988,34254817488	0			944,356065274828	988,34254817488
5799	1010,88976993621	1018,63350091934	0			989,110230063791	1018,63350091934
5835	904,222959738499	953,333350153653	0			1095,7770402615	953,333350153653
5942	892,821784181759	912,978925928555	0			1107,17821581824	912,978925928555
5962	926,762531967364	899,162239933183	0			1073,23746803264	899,162239933183
5964	1023,11147250016	882,384205576503	0			976,888527499843	882,384205576503
5965	1136,66924865569	942,412316110774	0			863,330751344308	942,412316110774
5967	1068,1570255634	916,674521355339	0			931,842974436597	916,674521355339
5989	1073,37543767671	929,464956271609	0			926,624562323289	929,464956271609
6032	1161,27322531288	985,412368000887	0			838,726774687119	985,412368000887
6035	1143,84546489127	954,513686759318	0			856,154535108735	954,513686759318
6341	1230,59804971936	847,62984269214	0			769,401950280643	847,62984269214
6374	1230,59804971936	847,62984269214	0			769,401950280643	847,62984269214
6405	1048,90229350704	858,642843183674	0			951,097706492961	858,642843183674
6434	1084,39126316222	973,246115629363	0			915,608736837781	973,246115629363
6460	1164,11555609141	1041,59855051583	0			835,88444390859	1041,59855051583
6483	1088,97932013455	1016,42555491323	0			911,020679865445	1016,42555491323
6509	1196,05419808546	1063,02399063327	0			803,94580191454	1063,02399063327
6519	1098,17326559805	1022,57244439749	0			901,82673440195	1022,57244439749
6545	1045,36059567079	996,025554144924	0			954,63940432921	996,025554144924
6596	893,271377886949	924,252748615582	0			1106,72862211305	924,252748615582
6616	901,083597576724	939,319540012388	0			1098,91640242328	939,319540012388
6667	893,354600532142	924,527534847461	0			1106,64539946786	924,527534847461
6671	898,226161963672	952,95133296388	0			1101,77383803633	952,95133296388
6695	863,722175967898	956,38115899538	0			1136,2778240321	956,38115899538
6708	853,788425864258	970,665962584354	0			1146,21157413574	970,665962584354
6731	849,613780177171	970,940017038209	0			1150,38621982283	970,940017038209
6776	834,819172809769	961,070899881487	0			1165,18082719023	961,070899881487
6800	835,123899715039	953,985633642265	0			1164,87610028496	953,985633642265
6828	835,761522026218	947,766360481809	0			1164,23847797378	947,766360481809
6838	836,028898711907	945,158408068797	0			1163,97110128809	945,158408068797
6881	856,658719244641	953,964018859769	0			1143,34128075536	953,964018859769
6948	1030,08421698523	1036,92537906386	0			969,915783014768	1036,92537906386
7000	850,104806646946	1010,92191959289	0			1149,89519335305	1010,92191959289
7049	855,947396978977	1043,71363708693	0			1144,05260302102	1043,71363708693
7062	855,947396978977	1043,71363708693	0			1144,05260302102	1043,71363708693
7123	886,906813945027	977,657255567336	0			1113,09318605497	977,657255567336
7137	669,151252448704	1034,25150332932	0			1330,8487475513	1034,25150332932
7153	678,463369191827	1028,36533795304	0			1321,53663080817	1028,36533795304
7183	676,023674353207	1026,09734826942	0			1323,97632564679	1026,09734826942
7229	82,7408434425706	911,470983162946	0			1917,25915655743	911,470983162946
7243	187,645780789167	921,379691401526	0			1812,35421921083	921,379691401526
7269	55,3289091604428	915,028391380047	0			1944,67109083956	915,028391380047
7283	144,541592186009	940,153871312081	0			1855,45840781399	940,153871312081
7341	122,469279879438	944,420116919522	0			1877,53072012056	944,420116919522
7364	44,1252498705516	970,644662807638	0			1955,87475012945	970,644662807638
7376	99,6157855614713	971,572274972839	0			1900,38421443853	971,572274972839
7404	48,3085638114415	957,11260669842	0			1951,69143618856	957,11260669842
7419	155,40587911239	961,078215249557	0			1844,59412088761	961,078215249557
7460	94,6652265383802	948,354527803376	0			1905,33477346162	948,354527803376
7495	-1,06026647385694	937,102562094061	0			2001,06026647386	937,102562094061
7507	-14,0592605936489	935,675333515852	0			2014,05926059365	935,675333515852
7537	549,467170388284	1053,58754726345	0			1450,53282961172	1053,58754726345
7558	800,872092410026	1009,28232588417	0			1199,12790758997	1009,28232588417
7583	782,923738384578	1031,43910232623	0			1217,07626161542	1031,43910232623
7596	720,65926431268	1055,41780420812	0			1279,34073568732	1055,41780420812
7629	722,872777874733	1053,86250670095	0			1277,12722212527	1053,86250670095
7646	754,858330968646	1045,57937199561	0			1245,14166903135	1045,57937199561
7676	717,401887388781	1054,37690155393	0			1282,59811261122	1054,37690155393
7692	758,17369934105	1047,62520991923	0			1241,82630065895	1047,62520991923
7726	722,142429616558	1055,64542676659	0			1277,85757038344	1055,64542676659
7737	754,21981693096	1065,11837583677	0			1245,78018306904	1065,11837583677
7814	714,798137204756	1051,3256062588	0			1285,20186279524	1051,3256062588
7820	712,769522474575	1056,62128706396	0			1287,23047752543	1056,62128706396
7843	729,245682800767	1051,37102083285	0			1270,75431719923	1051,37102083285
7859	961,832424462257	1068,26212686903	0			1038,16757553774	1068,26212686903
7869	933,933261294802	1065,67426714045	0			1066,0667387052	1065,67426714045
7899	951,799198416119	1066,43662644086	0			1048,20080158388	1066,43662644086
7965	873,915992861999	1065,99272667123	0			1126,084007138	1065,99272667123
7969	868,490806196995	1066,55327828133	0			1131,50919380301	1066,55327828133
8018	865,553144109804	1068,10263873884	0			1134,4468558902	1068,10263873884
8026	862,40587149684	1067,04974011742	0			1137,59412850316	1067,04974011742
8040	758,188993098154	1038,80616817102	0			1241,81100690185	1038,80616817102
8057	770,295741815657	1042,73997122718	0			1229,70425818434	1042,73997122718
8090	766,961874326674	1043,38978496805	0			1233,03812567333	1043,38978496805
8103	748,68135716921	1036,59758929385	0			1251,31864283079	1036,59758929385
8126	745,730710908585	1033,91639632367	0			1254,26928909142	1033,91639632367
8138	748,778840937109	1033,69493283642	0			1251,22115906289	1033,69493283642
8171	747,527950379909	1032,6350607266	0			1252,47204962009	1032,6350607266
8188	749,649978296883	1028,61765602885	0			1250,35002170312	1028,61765602885
8228	772,688266836234	1018,65578639757	0			1227,31173316377	1018,65578639757
8264	870,977126747089	963,921859456851	0			1129,02287325291	963,921859456851
8576	1151,4662659284	679,525436658065	0			848,533734071602	679,525436658065
8858	799,463796615601	428,318319957641	0			1200,5362033844	428,318319957641
8933	522,887946564017	644,540260697945	0			1477,11205343598	644,540260697945
8994	779,360008857011	431,575622695647	0			1220,63999114299	431,575622695647
9027	718,89832572984	482,709144626846	0			1281,10167427016	482,709144626846
9039	693,984773393716	503,778979419301	0			1306,01522660628	503,778979419301
9096	719,892373704787	435,022390275997	0			1280,10762629521	435,022390275997
9144	727,794217227677	396,37003899844	0			1272,20578277232	396,37003899844
9165	678,426450412731	438,646617063332	0			1321,57354958727	438,646617063332
9248	730,693291228952	455,930243018809	0			1269,30670877105	455,930243018809
9296	628,802154442253	499,661922435236	0			1371,19784555775	499,661922435236
9347	557,062445024505	688,229074337305	0			1442,9375549755	688,229074337305
9427	671,261409031149	407,285842146044	0			1328,73859096885	407,285842146044
9441	767,67167428576	406,797097299382	0			1232,32832571424	406,797097299382
9704	663,448672001416	391,3643577456	0			1336,55132799858	391,3643577456
9780	893,938162103054	230,392983287178	1	1106,06183789695	230,392983287178
9896	793,772626463264	491,003237244713	0			1206,22737353674	491,003237244713
9927	1121,0102957815	138,334520458059	1	878,989704218497	138,334520458059
9960	1081,00112196861	166,968284109125	1	918,998878031389	166,968284109125
