10	278	344	223	89	68	51	61	43	71	60	278	345	223	90	69	51	60	42	71	57	87	84	77	54	46	37	40	32	46	42	2	1	0	1	1	1	1	1	1	1	3	3	3	3	3	3	5	5	4	3	3	3	3	4	3	5	3	3	5	5	10	11	10	11	11	10	10	10	11	11	38	39	35	29	25	24	23	21	25	23	134	188	306	90	65	49	52	42	60	49	133	188	304	91	65	49	54	41	59	50
18	278	345	222	89	68	51	60	43	71	58	278	345	223	89	69	51	60	43	71	58	87	84	76	53	46	37	40	32	47	41	1	1	1	1	1	0	0	1	1	1	3	3	3	3	2	3	2	3	3	3	3	3	3	4	4	4	4	4	4	4	10	11	10	10	10	10	10	9	10	9	37	38	34	28	25	22	23	21	25	25	134	188	306	90	65	49	53	40	59	49	134	188	304	90	65	48	53	40	59	49
29	278	344	223	89	69	51	60	42	71	59	278	344	222	90	69	51	59	43	71	58	87	84	76	54	46	37	41	32	47	41	1	0	1	1	1	2	1	1	1	2	2	3	3	4	3	3	3	3	3	3	4	3	3	4	4	4	4	5	4	4	10	10	10	10	10	10	10	11	10	10	38	38	35	28	25	22	24	20	26	23	134	188	306	90	65	48	53	40	59	49	134	187	305	90	64	48	52	40	60	49
47	278	345	222	90	69	53	61	42	71	58	278	345	222	90	69	51	60	42	71	58	87	84	76	54	46	37	41	32	47	41	1	1	0	0	1	1	1	1	0	1	3	3	3	3	2	4	3	3	3	3	3	3	4	4	4	4	4	4	3	3	10	10	10	10	10	12	10	9	11	11	38	38	35	28	25	21	23	21	25	24	134	188	306	90	64	48	53	41	59	49	133	188	305	90	64	48	53	40	59	50
64	278	345	222	89	69	52	60	42	72	59	278	345	222	90	69	51	60	42	71	58	87	83	76	53	46	37	41	32	47	40	2	1	0	1	1	2	1	2	1	0	3	3	3	3	4	4	4	3	3	3	4	3	4	4	5	4	5	4	4	3	10	10	10	12	10	10	9	9	10	10	38	38	35	29	26	23	24	20	26	23	135	189	307	91	65	48	52	40	59	49	134	188	305	90	65	49	52	40	58	49
81	278	345	222	89	69	51	60	42	71	58	278	345	223	90	69	51	60	42	71	58	87	85	78	55	47	37	41	32	47	40	1	0	2	1	1	1	1	1	0	1	3	4	3	4	3	3	4	3	2	3	4	3	3	4	4	5	4	3	3	4	11	11	10	11	10	11	10	9	9	10	39	38	35	28	25	24	24	20	25	23	135	189	307	91	65	48	52	40	58	49	134	188	304	90	64	48	52	40	58	49
97	278	345	222	90	69	51	60	43	71	59	278	344	222	90	69	50	60	42	71	58	87	84	77	54	46	37	41	32	48	41	1	0	1	1	1	1	0	1	1	2	4	3	3	3	3	3	3	3	4	3	4	3	3	5	4	5	5	3	4	5	10	10	11	10	11	10	10	11	11	11	38	40	36	28	25	24	25	21	25	24	134	188	306	91	66	49	52	40	59	51	134	187	304	90	64	48	54	41	60	50
120	278	344	222	90	69	51	60	43	72	59	278	345	222	90	69	52	60	43	71	58	87	83	76	54	47	37	42	32	47	41	1	1	0	1	1	1	2	2	1	1	3	3	3	4	3	4	4	5	4	4	3	3	3	4	3	6	5	4	3	5	10	10	10	11	10	11	10	11	11	11	38	39	36	28	25	23	24	21	27	23	134	188	307	90	65	48	53	40	59	50	135	187	304	90	64	49	52	40	59	51
131	278	344	222	90	68	53	60	43	71	58	278	345	223	90	69	51	60	43	70	58	87	84	76	54	48	38	42	32	46	41	2	2	2	2	2	1	1	1	1	1	3	3	4	5	3	4	3	3	3	3	4	3	5	3	5	5	4	4	4	4	10	11	11	11	9	10	9	9	9	9	38	39	36	28	25	23	25	21	27	24	134	188	306	90	65	48	53	40	60	49	133	187	304	91	65	49	53	41	60	49
148	277	344	222	90	69	51	60	43	71	58	278	345	222	90	67	51	60	43	71	58	87	84	76	54	46	37	41	32	47	40	1	0	0	1	1	1	1	1	0	1	3	3	3	3	2	3	2	3	3	3	4	3	3	4	3	4	3	4	4	4	10	10	10	11	10	10	9	9	10	9	38	38	35	29	26	24	24	19	25	23	133	187	306	90	64	48	52	40	59	49	133	187	305	90	64	48	54	40	58	49
