3	276	350	218	91	78	52	55	37	72	59	276	349	218	91	78	51	56	37	72	58	96	101	89	60	53	41	46	30	58	49	21	22	20	18	16	15	15	13	16	16	5	5	6	6	5	5	5	6	5	7	10	12	9	10	10	10	9	10	10	10	11	11	11	11	12	10	10	10	10	10	34	35	32	26	24	20	22	18	25	23	125	176	244	85	67	47	47	34	58	48	124	175	236	84	66	47	47	34	58	48
36	277	349	217	90	78	52	55	37	72	58	276	349	218	91	78	52	55	36	73	58	95	101	88	60	54	40	45	31	59	49	21	22	20	18	16	15	16	13	17	16	6	5	5	6	5	6	5	6	5	5	10	10	10	10	10	10	9	10	9	11	11	12	11	10	10	10	10	11	10	10	34	34	32	28	24	21	22	18	25	23	125	177	243	85	66	46	47	35	57	49	124	174	236	85	66	47	47	34	58	48
41	276	349	218	91	78	54	55	37	72	58	276	350	218	90	79	52	55	37	72	58	96	101	89	60	55	41	45	31	58	49	22	23	22	19	18	15	15	13	17	16	6	6	7	6	5	6	6	7	7	6	10	12	10	10	10	11	10	10	10	10	11	12	11	11	11	10	11	11	11	11	34	35	32	26	25	21	21	18	26	24	126	177	244	85	67	47	47	34	59	49	124	175	235	85	67	47	47	35	59	50
49	276	349	217	92	78	52	55	37	72	58	276	350	218	91	78	52	55	37	72	58	95	100	88	60	54	40	44	31	59	49	21	22	20	18	16	15	16	13	16	16	5	5	5	6	5	5	5	7	6	7	10	10	12	10	11	9	9	9	10	9	11	12	11	10	11	10	10	11	11	10	34	35	31	26	26	21	22	18	24	24	125	177	243	85	67	46	48	34	58	48	124	174	235	84	66	46	47	34	58	48
66	276	349	217	91	78	52	55	37	72	57	276	349	217	91	78	52	54	37	72	58	95	100	88	60	54	40	44	31	59	49	21	22	20	17	17	15	15	13	16	16	5	5	5	6	5	6	5	5	5	6	10	12	10	11	10	11	10	9	10	9	11	12	12	11	10	10	11	9	12	12	35	36	32	26	25	20	22	18	25	24	126	177	243	85	67	46	47	34	58	48	124	175	235	84	67	47	46	34	58	48
87	276	348	218	91	79	52	55	37	72	58	276	349	217	92	78	51	55	37	73	59	95	101	89	60	54	41	45	32	59	48	22	23	21	18	17	15	15	13	17	16	6	6	7	6	5	5	5	5	5	6	12	10	10	12	10	10	10	9	10	10	11	12	12	11	10	10	10	11	11	11	34	35	32	26	24	21	22	18	25	24	125	176	243	85	67	47	48	34	58	49	124	174	235	84	67	47	47	35	58	48
102	276	349	217	91	78	52	56	36	73	59	276	349	218	91	78	52	56	37	72	58	95	101	88	60	54	41	45	31	58	48	21	23	21	19	17	15	16	13	18	17	6	6	6	7	5	6	5	7	6	7	11	11	10	10	12	9	10	11	9	10	12	12	11	11	10	11	10	10	11	11	34	35	32	26	24	21	23	18	24	23	125	177	244	85	67	47	47	34	58	49	124	174	235	85	67	47	47	34	58	48
117	276	349	218	90	78	54	55	37	72	59	278	349	217	91	78	53	54	37	73	58	96	101	89	60	53	40	45	31	58	48	22	23	21	17	16	16	15	13	16	15	7	6	6	5	5	5	5	5	5	5	10	11	11	11	11	11	10	9	10	10	11	11	12	12	11	10	10	9	11	10	35	35	32	26	25	21	22	17	25	24	126	178	244	87	67	48	47	34	58	48	125	175	236	86	66	47	47	34	57	48
131	276	349	216	92	79	52	55	37	72	58	276	349	218	91	78	52	55	38	73	58	95	102	88	60	55	42	45	33	58	48	21	22	20	18	17	15	16	14	17	17	6	6	5	6	7	6	6	6	6	7	11	10	10	10	10	10	10	9	10	11	11	11	10	10	11	10	10	10	11	11	34	35	32	26	25	21	22	18	26	24	125	177	243	85	67	47	47	35	59	49	124	174	235	84	67	47	47	34	58	49
157	276	349	217	91	78	51	55	37	73	59	276	349	217	91	79	52	55	37	72	59	95	101	89	60	54	41	45	31	58	48	21	22	20	18	17	15	16	13	17	17	6	5	6	7	6	6	6	7	6	6	10	11	11	10	10	10	10	9	9	9	12	12	11	11	11	10	11	11	12	12	34	35	34	27	25	21	22	18	26	25	125	177	243	86	68	47	47	35	58	48	125	175	235	85	68	46	47	35	58	48
169	276	349	218	91	78	52	56	37	72	60	276	349	218	91	78	52	56	39	73	59	95	101	89	59	54	42	46	33	59	48	22	22	21	18	17	16	16	14	17	15	6	6	6	6	5	7	7	7	5	5	10	10	10	10	10	10	9	9	10	10	10	12	12	10	10	10	10	11	11	12	34	35	32	27	24	21	21	18	25	25	126	177	243	85	67	47	47	35	58	49	124	174	235	85	67	47	47	35	58	50
185	276	349	217	91	78	52	55	37	72	59	276	349	218	91	78	52	55	39	74	59	96	100	89	61	54	41	46	33	59	48	22	22	20	18	17	15	16	13	17	16	5	5	5	6	7	6	5	5	5	5	11	11	10	9	11	11	11	10	10	9	11	12	11	11	11	11	10	9	11	10	34	35	32	27	25	22	22	18	25	25	126	178	244	85	67	47	48	34	59	49	124	175	235	85	67	48	47	35	59	50
201	276	349	218	91	78	51	54	37	72	58	276	349	217	91	78	52	54	37	72	58	95	100	89	61	54	40	44	31	58	49	21	22	20	18	16	14	16	13	17	16	6	7	5	6	6	5	5	5	5	7	10	10	10	10	10	9	9	9	10	9	11	12	11	11	10	10	10	9	11	11	35	35	32	26	25	21	21	17	25	23	125	178	244	85	67	47	47	34	58	49	125	176	236	85	67	46	47	34	58	48
218	276	349	218	92	78	51	55	37	72	60	276	350	217	91	79	51	55	38	73	59	95	100	89	59	54	41	45	32	58	48	22	23	21	17	16	15	16	14	16	15	6	6	6	6	4	6	6	6	5	5	12	11	12	10	10	10	10	10	10	9	13	12	11	11	10	10	11	10	11	11	34	35	32	27	26	21	22	18	25	24	125	177	244	85	67	47	47	35	58	50	124	174	236	84	68	47	48	35	58	50
242	276	349	218	91	78	53	55	37	74	59	276	349	218	91	78	52	56	37	73	58	95	101	88	61	54	40	45	31	59	48	21	22	20	18	17	15	17	14	18	17	5	6	5	6	5	5	7	6	5	5	10	11	11	11	10	9	10	9	10	9	11	12	11	11	11	10	10	10	11	10	34	35	32	27	26	21	22	18	25	24	126	177	243	85	67	47	47	35	58	49	124	175	235	84	67	47	48	34	58	48
250	276	348	218	90	78	52	55	37	72	58	276	349	217	91	78	52	56	37	73	58	96	100	90	59	53	40	46	31	58	48	22	23	22	19	17	16	15	13	16	16	7	7	7	7	5	5	5	5	5	5	11	11	12	10	11	11	11	10	10	9	13	11	12	12	12	11	10	11	12	11	34	35	33	27	24	21	24	17	26	24	126	178	243	85	68	48	47	35	58	48	124	175	235	84	66	47	48	34	59	48
269	276	349	218	91	78	52	55	38	72	58	276	349	219	90	78	52	55	37	73	58	95	101	89	60	53	40	45	31	57	48	21	22	22	19	17	15	16	13	16	16	6	7	7	7	5	7	7	6	5	5	10	11	10	11	11	12	11	10	11	9	11	11	11	12	11	12	10	11	11	11	34	34	32	27	25	21	23	19	26	23	126	177	243	86	67	48	47	35	58	49	124	174	235	84	67	47	47	36	59	48
286	276	349	218	91	78	52	55	37	71	58	276	349	218	91	78	52	55	37	74	58	94	100	88	60	54	40	45	31	58	48	21	22	20	18	16	15	16	14	17	16	5	6	5	6	5	5	5	6	5	6	11	10	11	10	10	10	9	9	10	9	11	11	11	10	10	10	10	11	10	10	34	35	31	26	25	21	22	19	25	23	125	176	244	85	67	48	49	35	57	49	124	174	235	86	66	47	47	34	58	48
304	276	349	218	90	79	52	55	38	72	59	276	349	218	93	79	52	55	37	72	58	94	101	90	60	55	41	45	31	58	48	21	22	21	18	17	15	16	14	17	16	6	6	6	6	5	7	7	7	6	6	10	11	10	10	10	10	11	10	11	10	11	12	11	11	10	10	10	11	11	11	34	35	32	27	25	21	23	18	26	25	126	177	243	85	67	47	48	36	58	49	124	175	235	85	67	47	49	35	59	50
319	276	349	221	91	78	52	56	37	72	58	276	349	218	92	78	52	55	37	72	58	96	101	89	61	55	41	45	31	59	48	21	22	21	19	16	15	15	13	18	16	6	6	6	6	5	5	5	6	6	6	11	11	12	12	10	10	9	10	11	9	11	12	13	12	12	11	10	9	11	10	34	35	32	27	24	21	21	17	24	24	126	178	243	86	68	47	47	34	58	48	125	175	236	86	67	47	47	34	57	48
